pdf_name,listenname,typ,beschreibung,code_raw,code_norm
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","GOP_AmbPT_2","GOP","AmbPT – GOP-Kodes für die psychotherapeutischen Therapieverfahren: Tiefenpsychologisch fundierte Psychotherapie, Verhaltenstherapie und Systemische Therapie","35422","35422"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","GOP_AmbPT_2","GOP","AmbPT – GOP-Kodes für die psychotherapeutischen Therapieverfahren: Tiefenpsychologisch fundierte Psychotherapie, Verhaltenstherapie und Systemische Therapie","35425","35425"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","GOP_AmbPT_2","GOP","AmbPT – GOP-Kodes für die psychotherapeutischen Therapieverfahren: Tiefenpsychologisch fundierte Psychotherapie, Verhaltenstherapie und Systemische Therapie","35431","35431"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","GOP_AmbPT_2","GOP","AmbPT – GOP-Kodes für die psychotherapeutischen Therapieverfahren: Tiefenpsychologisch fundierte Psychotherapie, Verhaltenstherapie und Systemische Therapie","35432","35432"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","GOP_AmbPT_2","GOP","AmbPT – GOP-Kodes für die psychotherapeutischen Therapieverfahren: Tiefenpsychologisch fundierte Psychotherapie, Verhaltenstherapie und Systemische Therapie","35435","35435"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","FA_SPCode_AmbPT","FA_SP Code","AmbPT – FA/SP Codes zur Kodierung für Facharztgruppenzugehörigkeit und Facharzt","68","68"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","FA_SPCode_AmbPT","FA_SP Code","AmbPT – FA/SP Codes zur Kodierung für Facharztgruppenzugehörigkeit und Facharzt","51","51"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","FA_SPCode_AmbPT","FA_SP Code","AmbPT – FA/SP Codes zur Kodierung für Facharztgruppenzugehörigkeit und Facharzt","58","58"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","FA_SPCode_AmbPT","FA_SP Code","AmbPT – FA/SP Codes zur Kodierung für Facharztgruppenzugehörigkeit und Facharzt","60","60"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","FA_SPCode_AmbPT","FA_SP Code","AmbPT – FA/SP Codes zur Kodierung für Facharztgruppenzugehörigkeit und Facharzt","61","61"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.0","F06.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.1","F06.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.2","F06.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.3","F06.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.4","F06.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.5","F06.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.6","F06.6"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.7","F06.7"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.8","F06.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F06.9","F06.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F07.0","F07.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F07.1","F07.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F07.2","F07.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F07.8","F07.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F07.9","F07.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F09","F09"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.0","F10.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.1","F10.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.2","F10.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.3","F10.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.4","F10.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F10.5","F10.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.0","F11.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.1","F11.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.2","F11.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.3","F11.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.4","F11.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F11.5","F11.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.0","F12.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.1","F12.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.2","F12.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.3","F12.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.4","F12.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F12.5","F12.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.0","F13.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.1","F13.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.2","F13.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.3","F13.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.4","F13.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F13.5","F13.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.0","F14.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.1","F14.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.2","F14.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.3","F14.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.4","F14.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F14.5","F14.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.0","F15.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.1","F15.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.2","F15.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.3","F15.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.4","F15.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F15.5","F15.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.0","F16.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.1","F16.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.2","F16.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.3","F16.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.4","F16.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F16.5","F16.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.0","F17.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.1","F17.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.2","F17.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.3","F17.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.4","F17.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F17.5","F17.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.0","F18.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.1","F18.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.2","F18.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.3","F18.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.4","F18.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F18.5","F18.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.0","F19.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.1","F19.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.2","F19.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.3","F19.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.4","F19.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F19.5","F19.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.0","F20.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.1","F20.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.2","F20.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.3","F20.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.4","F20.4"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.5","F20.5"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.6","F20.6"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.8","F20.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F20.9","F20.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F21","F21"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F22.0","F22.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F22.8","F22.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F22.9","F22.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.0","F23.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.1","F23.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.2","F23.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.3","F23.3"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.8","F23.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F23.9","F23.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F24","F24"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F25.0","F25.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F25.1","F25.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F25.2","F25.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F25.8","F25.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F25.9","F25.9"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F28","F28"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F29","F29"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F30.0","F30.0"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F30.1","F30.1"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F30.2","F30.2"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F30.8","F30.8"
"DeQS_AmbPT_EJ-2025_QIDB-RR-P_V02_2024-05-16.pdf","ICD_AmbPT","ICD","AmbPT – ICD-Kodes für die eingeschlossenen FDiagnosen","F30.9","F30.9"
